conversation_id,conversation_text,label,scam_category,threat_level,urgency,authority_impersonation,financial_request,otp_request,credential_request,threat_detected,emotional_manipulation,secrecy_request,detected_indicators,recommended_action
ASVD_004422,"हम जानते हैं तुम कौन हो। हमने तुम्हारी स्क्रीन रिकॉर्ड की है। 24 घंटे में 1,00,000 रुपये भेजो वरना सब कॉन्टैक्ट्स को भेज देंगे।",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_006504,"Maine tumhare daughter ko uthwa liya hai. 200000 firauti chahiye aaj hi, warna jaan se maar dunga.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_004110,"Btw, new hire ka onboarding hai next week. Training material ready karni hai. Help karoge?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002235,"Ek minute, kal raat ka cricket match dekha? Kya incredible finish tha! Last over mein kya hua yaar! Sab theek hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005571,"Kya aap extra income chahte hain? data entry from home mein opportunity hai. Registration Rs 4,999. Students aur housewives welcome.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_004816,"आपका परिवार के सदस्य हमारे साथ है। 2 घंटे में 5,00,000 रुपये ट्रांसफर करो। पुलिस को बताया तो मार दूंगा।",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000953,लॉकर के लिए अप्लाई करना है ब्रांच में। अवेलेबिलिटी है क्या? चार्जेस कितने हैं? Dekh lenge.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005999,"Achha, plumber kal subah aayega kitchen ka tap theek karne. Koi ghar pe hona chahiye 10-12 ke beech. Sab theek hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002101,"नमस्ते, कोटक बैंक का फ्रॉड टीम बोल रहा है। आपका डेबिट कार्ड कंप्रोमाइज हुआ है। तुरंत ओटीपी शेयर करें खाता सुरक्षित करने के लिए।",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_003384,AC kharab hai conference room ka. Facility team ko complaint kiya hai. Evening tak theek hoga. Ok bye.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000907,"Urgent: aapke husband danger mein hai. surgery zaruri hai situation hai. Rs 75,000 turant transfer karein 9191919191 pe.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_005815,"नमस्ते, पीएम योजना के तहत 1 लाख रुपये मिलेगा। आप पात्र हैं। 2,000 रुपये सर्विस चार्ज दें। एक बार की फीस है।",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_005467,आज की लेक्चर के नोट्स शेयर कर दो। मुझे डेंटिस्ट के लिए अर्ली जाना पड़ा। Bata dena.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001248,"यह गंभीर है। आपकी पत्नी का मेडिकल इमरजेंसी हुआ है। 35,000 रुपये एक घंटे में चाहिए। परिवार को अभी मत बताओ।",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_006074,"नया पार्ट-टाइम टाइपिंग का ऑफर। 4,999 रुपये फीस दें और तुरंत काम शुरू करें। आज तक वैलिड।",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_005951,"Yaar, main Priya bol raha hoon. missed my train. Rs 10,000 chahiye urgently. Baad mein lautaunga. Please group mein mat bolna.",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_004948,"Job Alert: social media marketing position open. No experience needed. Rs 30,000+ monthly. Processing fee Rs 7,500. Pay via UPI.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000502,"Ek minute, aC kharab hai conference room ka. Facility team ko complaint kiya hai. Evening tak theek hoga.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005186,"तुम्हारी चैट स्क्रीनशॉट्स पब्लिक करनी है या 25,000 दोगे? चॉइस तुम्हारी है। टाइम कम है।",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_001301,"Hello, support team bol raha hoon. subscription renew ho raha hai. Jo 6-digit code aaya hai wo bata dijiye please. Bahut urgent hai.",SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_003410,"Dear candidate, Instagram followers badhane ka kaam vacancy available. Pay Rs 999 for onboarding. Start earning immediately. Hurry up.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_004124,"मम्मी, हॉस्टल पहुंच गई। चिंता मत करो। वॉर्डन बहुत सख्त है सेफ्टी के बारे में। Koi baat nahi.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001573,"Good news! income tax refund pending hai aapka. Claim karne ke liye Rs 3,000 processing fee do. Full amount 48 ghante mein milega.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_004440,"This is a serious matter. I am Sub-Inspector. your bank account is linked to a terror funding case. Immediately transfer Rs 5,00,000 or officers will come to your house.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_001077,"ट्राई का ऑफिसर हूं। आपका मोबाइल नंबर 24 घंटे में बंद होगा। 25,000 रुपये देने होंगे नहीं तो अरेस्ट वारंट जारी होगा।",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_006408,"ऑफिस वाईफाई पासवर्ड बदल गया है। नया पासवर्ड नोटिस बोर्ड पर है रिसेप्शन के पास। Chalo, milte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002383,"बधाई हो! पर्सनल लोन 10,00,000 रुपये रेडी। सिर्फ 12,000 रुपये प्रोसेसिंग फीस। जीरो डॉक्यूमेंटेशन।",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_005805,"Bhai, main hospital mein hoon. 25,000 chahiye treatment ke liye. Turant bhej do UPI pe. Baad mein explain karunga.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000023,"एक्सक्लूसिव रियल एस्टेट डील में 25,000 रुपये निवेश करें। 100% सेफ और लीगल। पैसिव इनकम शुरू करें आज से।",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_005249,Bijli 3 ghante se gayi hui hai. Electricity board ko call kiya. Shaam tak aayegi bole. Bata dena.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001216,स्विगी से खाना ऑर्डर किया है। 40 मिनट में आएगा। तुम्हारे लिए भी ऑर्डर करूं? Koi baat nahi.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002564,"नमस्ते, एक्सिस बैंक का फ्रॉड टीम बोल रहा है। आपके खाते से 45,000 रुपये का संदिग्ध ट्रांजेक्शन हुआ है। तुरंत ओटीपी शेयर करें खाता सुरक्षित करने के लिए।",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_003248,"Congratulations! private equity fund mein invest karein sirf Rs 50,000. Guaranteed 300% return 3 mahine mein. Aaj hi join karein.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_003212,"Namaste, HDFC Bank ka fraud team bol raha hai. aapke card se online payment attempt hua hai. Turant OTP share karein account secure karne ke liye.",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_004782,"Beta, mujhe pareshani mein hoon. paisa chori ho gaya. 10,000 bhej do UPI se 9876543210 pe. Kisi ko pata mat chalne dena.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_003357,"Hey, bijli ka wire spark kar raha tha. Electrician ko bulaya hai. Tab tak main switch off hai. Chal, bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003929,"ध्यान दें: अवैध ड्रग्स वाला पार्सल एयरपोर्ट पर सीज हुआ है। आपका नाम लिंक्ड है। 50,000 रुपये ट्रांसफर करें 4 घंटे में।",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_002698,"गैस कनेक्शन की सब्सिडी खाते में आ गई। 200 रुपये क्रेडिट हुआ है। Chalo, milte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003056,"I am Sub-Inspector. A warrant has been issued. your bank account is linked to a terror funding case. Transfer Rs 5,00,000 as security deposit to close the case.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_002503,"Namaste, main customer care hoon. refund process ho raha hai. Aapke Flipkart pe jo OTP aaya hai wo bata dijiye. 5 minute mein expire ho jayega.",SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_004794,"Maine tumhare family member ko kidnap kar liya hai. Mujhe Rs 5,00,000 ki jarurat hai urgent chahiye warna bahut marunga. Police ko mat batana.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000365,"यार प्लीज, राहुल हूं। बिना पैसे के फंसा हूं। बहुत जरूरत है 5,000 रुपये की। तुरंत भेज दे। ग्रुप में मत बोल।",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_006191,"Warning: international illegal parcel under investigation hai. Aapka Aadhaar linked hai. Rs 25,000 do warna passport cancel.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_005225,"प्री-अप्रूव्ड इमरजेंसी लोन 10,00,000 रुपये। 15,000 रुपये जमा करें तुरंत। ऑफर सिर्फ आज के लिए है।",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_004461,"emergency loan Rs 20,00,000 bina collateral ke. Rs 2,000 security deposit bhejein. Amount aaj hi milega.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_005180,"Achha, sabzi mandi se taza sabzi layi hoon. Palak, methi, aur gaajar mili achhi waali. Zyada tension mat le.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000026,"Aapka education loan Rs 5,00,000 pre-approved hai. Rs 5,000 insurance aur processing fee bhejein. Loan 24 ghante mein.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_006257,"Arre, ई-श्रम कार्ड बनवाया है ऑनलाइन। रजिस्ट्रेशन नंबर आ गया है। Dekh lenge.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_001962,"Yeh tumhari last chance hai. tumhare social media accounts hack kiye hain. Rs 50,000 do warna social media pe sab expose karenge. 6 ghante hain.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_004078,"Listen carefully. compromising information hai tumhari. Pay Rs 2,00,000 within 12 hours or we publish everything online.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_003899,"Sunno, स्विगी से खाना ऑर्डर किया है। 40 मिनट में आएगा। तुम्हारे लिए भी ऑर्डर करूं?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005205,"Achha, grocery store mein fresh vegetables hain kya check karo. Tamatar, pyaaz, aloo chahiye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005056,"Achha, hR ne bola naya leave policy next month se lagegi. 5 extra casual leaves milenge. Chal, bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003310,"Aur haan, mummy, hostel pahunch gayi main. Chinta mat karo. Warden bahut strict hai safety ke baare mein. Theek hai na?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_004906,"Aur haan, bank se call aayi thi account statement ke baare mein. Branch se collect karna hai. Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006358,"यह तुम्हारी आखिरी मौका है। हमने तुम्हारी स्क्रीन रिकॉर्ड की है। 2,00,000 रुपये दो वरना सोशल मीडिया पर सब एक्सपोज़ करेंगे।",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_001243,"Hello ji, executive hoon. aapki delivery ke liye verification chahiye. PhonePe ka OTP share kar dijiye jaldi, warna process cancel ho jayega.",SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_002597,"Haan, stray dogs raat ko bahut bhonk rahe hain. Society guard se baat ki hai. Dekhega woh.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006168,"This is ACP sahab from Cyber Crime Department. aapke phone number pe FIR hai. Pay Rs 50,000 immediately or face arrest. Do not disconnect.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_002612,"Ek minute, bigBasket se monthly grocery order kar diya hai. Kal morning slot mein aayega.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003373,"Hello, aapka beta ka road accident hua hai. Unhone kaha aapko call karein. Rs 75,000 chahiye turant treatment ke liye.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_000322,SBI se technical team bol raha hai. account mein technical error hai. Turant ATM PIN batayein warna card block ho jayega.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000489,"we recorded your screen activity. Rs 1,00,000 bhejo nahi toh publicly release karenge. 48 ghante ka time hai. Hum dekh rahe hain.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_006034,"Maine tumhare daughter ko kidnap kar liya hai. Mujhe Rs 50,000 ki jarurat hai urgent chahiye warna bahut marunga. Police ko mat batana.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_003309,"Aapke account mein PM Yojana ke under Rs 1 lakh milega. Rs 3,000 de dijiye processing ke liye. Turant amount aa jayega.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_005540,"बधाई हो! घर से डेटा एंट्री के लिए चुने गए हैं। सैलरी 25,000-50,000 रुपये प्रतिमाह। रजिस्ट्रेशन फीस 999 रुपये दें।",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_004617,"जल्दी करो प्लीज, बेटा बोल रहा हूं। एक्सीडेंट हो गया। मुझे 10,000 रुपये चाहिए अभी के अभी। पापा को मत बोलना।",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_005317,Passport office gayi thi aaj. Renewal 15 working days mein hoga bole. Koi baat nahi.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003277,"Bhai, main hospital mein hoon. 20,000 chahiye treatment ke liye. Turant bhej do UPI pe. Baad mein explain karunga.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000201,"Listen, this is Pooja. I phone chori ho gaya and I am desperate. Send Rs 25,000 to UPI 9123456780. Keep it private.",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_004748,आधार केंद्र 9 बजे से 5 बजे तक खुला है। कल जाऊंगी। Bata dena.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_004261,helpdesk bol raha hoon UPI se. payment gateway se verification hai. Please OTP batayein turant. Call recorded hai.,SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_002511,"Arre, yaar mera phone ka screen toot gaya. Koi achhi repair shop pata hai tujhe? Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_004784,"Namaste, PNB ka fraud team bol raha hai. aapke account se Rs 45,000 ka suspicious transaction hua hai. Turant OTP share karein account secure karne ke liye.",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_000577,senior executive here from Kotak Bank IT department. aapke account ki re-verification zaruri hai. We need your login credentials immediately.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_003642,Yeh ICICI Bank ka fraud prevention officer hai. aapke account ki re-verification zaruri hai. Card number aur CVV chahiye security update ke liye.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_001601,"Arre, school mein hoon. Teacher milna chahti hain bacche ki progress ke baare mein. Routine meeting hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003079,"Please mat ghabraiye. aapka beta ka ghar mein aag lag gayi hua hai. Unke colleague bol rahe hain. Rs 35,000 bhejiye. Jaldi.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_004751,Yeh IndusInd Bank ka fraud prevention officer hai. your card has been flagged. Card number aur CVV chahiye security update ke liye.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000949,चुने गए हैं आप ऑनलाइन सर्वे काम के लिए! घर बैठे कमाएं। फीस 999 रुपये यूपीआई पर भेजें। लॉगिन तुरंत मिलेगा।,SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_004017,"फोन ऑर्डर किया है ऑनलाइन, कल आएगा। डिलीवरी पर्सन पहले कॉल करेगा।",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005596,"Yeh customs department se official call hai. illegal drugs wala parcel aapke address pe register hai. Rs 50,000 fine bharo.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_004942,"personal photos hai mere paas. Tumhare family ko dikhaunga agar Rs 50,000 nahi mile 48 ghante mein.",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_001947,ICICI Bank se important call. aapka account block hone wala hai. Card ke peeche ka CVV aur OTP batayein to block suspicious activity.,SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_005926,Your family member is with us. Transfer Rs 200000 immediately to 8765432109 or we will kill him. Do not inform the police.,SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_003893,"Waise, friday tak timesheets submit kar do. Finance ko urgently chahiye monthly payroll ke liye. Phir batati hoon.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_005142,"LIC ka bonus mature hua hai. Rs 7,500 pay karein aur paise le jayein. Yeh genuine government scheme hai.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_004620,"Ek minute, कल वर्क फ्रॉम होम करूंगा। सुबह प्लंबर आ रहा है। दोपहर तक ऑनलाइन आ जाऊंगा।",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_002421,"Main Sub-Inspector bol raha hoon Cyber Crime se. Aapke Aadhaar pe aapki identity fraud mein use hui hai. Rs 50,000 settlement do warna arrest hoga.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_002549,"नमस्ते, कोटक बैंक का फ्रॉड टीम बोल रहा है। आपका खाता ब्लॉक होने वाला है। तुरंत ओटीपी शेयर करें खाता सुरक्षित करने के लिए।",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_003796,We are fraud prevention officer from HDFC Bank. your card has been flagged. Share your net banking credentials for verification.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_004657,"Oh, statement of account chahiye last 6 months ka. Email pe bhej sakte hain? Sab theek hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_006459,"Main aapki mummy ke saath hoon. Unka bahut bura accident hua hai. Rs 50,000 chahiye turant. Please help karein.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_002002,"Bas, voter ID mein address change karwana hai. Online portal pe apply kar sakti hoon kya?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_003522,"एलआईसी का बोनस मैच्योर हुआ है। 5,000 रुपये पे करें और पैसे ले जाएं। यह असली सरकारी योजना है।",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_003994,"मेरी बहुत बुरी स्थिति है। मुंबई में हूं, पैसा चोरी हो गया। 25,000 दे दो प्लीज, किसी को मत बताना।",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_006282,एक्सिस बैंक से वेरिफिकेशन कॉल। अनजान डिवाइस से लॉगिन डिटेक्ट हुआ। इंटरनेट बैंकिंग यूजर आईडी और पासवर्ड दीजिए।,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
