conversation_id,conversation_text,label,scam_category,threat_level,urgency,authority_impersonation,financial_request,otp_request,credential_request,threat_detected,emotional_manipulation,secrecy_request,detected_indicators,recommended_action
ASVD_000456,Aadhaar-PAN linking online kar liya. Bahut easy tha. Bas details dalne the. Sab theek hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000457,"Dost, meri help kar. Neha bol raha hoon. need emergency cash. 25,000 chahiye. Kisi ko mat bata.",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_000458,"Btw, locker ke liye apply karna hai branch mein. Availability hai kya? Charges kitne hain?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000459,"Pre-approved emergency loan Rs 2,00,000. Rs 8,000 jama karein turant. Offer sirf aaj ke liye hai.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000460,"Dear customer, emergency loan Rs 5,00,000 sanctioned. Rs 2,000 GST aur fee jama karein. Amount aaj credit hoga.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000461,"Your bhai is with us. Transfer Rs 10,00,000 immediately to 9988776655 or we will kill him. Do not inform the police.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000462,"Mere paas browsing history hai. Agar spouse aur colleagues ko nahi dikhana toh Rs 3,00,000 bhejo. Kal subah tak.",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000463,"Final notice. suspicious contents wala package authorities ke paas hai. Rs 1,00,000 verification fee do warna police aayegi aaj.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000464,"Please listen, I am your sister. I hospital mein hoon and need Rs 40,000 immediately. Send to 9988776655. Don't contact anyone.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000465,"We have everything. tumhari browsing history hai hamare paas. Transfer Rs 2,00,000 via UPI or NEFT. No police. No negotiation.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000466,Yeh technical support hai. reward points expire ho rahe hain. Aapke Google Pay account ke liye OTP aaya hoga. Jaldi batayein please.,SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_000467,"Aapke liye YouTube video liking ka offer hai. Monthly Rs 40,000+. One-time fee Rs 499. Pay now and start today.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000468,"Aapko select kiya gaya hai guaranteed stock market plan ke liye. Rs 2,00,000 lagayein, 500% return milega. Offer expires today.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_000469,"Haan, phone order kiya hai online, kal aayega. Delivery person call karega pehle. Ok bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000470,Swiggy se khana order kiya hai. 40 minutes mein aayega. Tumhare liye bhi order karoon? Theek hai na?,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000471,"Income Tax Department ki taraf se automated message. your bank accounts will be frozen. Rs 25,000 settlement jama karein. Kal tak ka waqt hai.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000472,"Dear candidate, online survey work vacancy available. Pay Rs 1,499 for onboarding. Start earning immediately. Hurry up.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000473,"Hey, raat ko koi darwaza knock kar raha tha. Security guard check kiya, delivery boy tha galat floor pe.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000474,"Instant personal loan Rs 5,00,000 at 2% interest. No documents. Pre-approved. Processing fee Rs 8,000. Aaj hi valid.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000475,"Dear customer, unclaimed insurance payout hai aapka. Rs 2,000 nominal fee do funds release karne ke liye. Jaldi karo, expire hoga.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_000476,"illegal drugs wala parcel customs ne pakda hai. Aapke naam pe hai. Rs 1,00,000 jama karein clearance ke liye. Urgent hai.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000477,"Congratulations! emergency loan Rs 20,00,000 ready. Sirf Rs 2,000 processing fee. Zero documentation. Apply now.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000478,"Net banking ka password reset karna hai. Branch jaana padega ya online ho jayega? Chal, bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000479,"IPL ka naya season shuru hone wala hai. Fantasy team banate hain saath mein. Chal, bye.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000480,"Attention: contraband shipment airport pe seize hua hai. Aapka naam linked hai. Rs 1,00,000 transfer karein 4 ghante mein.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000481,"Aur haan, flipkart se AC order kiya hai. Installation free hai. Wednesday ko aayega. Take care.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000482,"Aur haan, aC kharab hai conference room ka. Facility team ko complaint kiya hai. Evening tak theek hoga.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000483,"Ek minute, naya gym join kiya hai ghar ke paas. Trainer bahut achha hai. Tu bhi try kar. Chalo, milte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000484,Bacche ko bukhar aa gaya hai. Paracetamol di hai. Agar kal tak nahi utra toh doctor le jaungi. Baad mein baat karte hain.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000485,"Haan, fixed deposit mature ho gayi hai. Renew karni hai ya amount withdraw karna hai? Take care.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000486,SBI se verification officer bol raha hai. your card has been flagged. Turant ATM PIN batayein warna card block ho jayega.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000487,Team outing Saturday ko confirm hai. Adventure park ja rahe hain. Bus 8 AM nikalegi. Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000488,Ghar mein ek lizard aa gayi hai badi wali. Darwaza khol ke nikaalne ki koshish kar rahe hain.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000489,"Courier company se bol rahe hain. fake currency ka package border pe roka gaya. Aapki ID thi. Rs 15,000 customs duty do.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000490,"personal loan Rs 20,00,000 bina collateral ke. Rs 12,000 security deposit bhejein. Amount aaj hi milega.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000491,HR ne bola naya leave policy next month se lagegi. 5 extra casual leaves milenge. Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000492,"It's me Arjun. Something bad happened, am stuck without money. I need 5,000 right away. Please don't mention to others.",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_000493,Manager ne naye software license ka budget approve kiya. Purchase order process karunga aaj. Baad mein baat karte hain.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000494,"Aapko select kiya gaya hai private equity fund ke liye. Rs 2,00,000 lagayein, 500% return milega. Offer expires today.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_000495,"Congratulations! crypto trading opportunity mein invest karein sirf Rs 1,00,000. Guaranteed 300% return 3 mahine mein. Aaj hi join karein.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_000496,"Achha, fixed deposit mature ho gayi hai. Renew karni hai ya amount withdraw karna hai? Sab theek hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000497,"Dear candidate, social media marketing vacancy available. Pay Rs 2,500 for onboarding. Start earning immediately. Hurry up.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000498,"Attention: international illegal parcel airport pe seize hua hai. Aapka naam linked hai. Rs 50,000 transfer karein 4 ghante mein.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000499,"Aapke khilaf your bank account is linked to a terror funding case. Main Sub-Inspector hoon. Rs 2,00,000 jama karo verification account mein. Kisi lawyer ko mat bulao.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_000500,"I am stuck in station pe. This is your nephew. Need 50,000 right now. Please hurry, don't tell the family.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000501,"Income Tax Department ki taraf se automated message. your bank accounts will be frozen. Rs 2,00,000 settlement jama karein. Kal tak ka waqt hai.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000502,Axis Bank ka technical team bol raha hai. your card has been flagged. ATM PIN aur net banking password share karein.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000503,"Pata hai, vikram ko 3,000 diye the last week. Usne bola aaj return karega. Bas reminder hai. Baad mein baat karte hain.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000504,"social media marketing opportunity - work from home. Daily Rs 1,000-5,000 kamayein. Registration fee sirf Rs 2,500. Limited seats.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000505,"Help me please. I am your bhai. I lost my wallet. Send 40,000 to this account urgently. I'll explain later.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000506,"Haan, project deadline ek week extend hua hai. Next Friday tak submit karna hai ab.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000507,"Urgent: a close relative danger mein hai. road accident situation hai. Rs 1,00,000 turant transfer karein 8282828282 pe.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_000508,"Achha, driving test ke liye slot book kiya hai online. Next Thursday ko hai appointment. Koi baat nahi.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000509,"Pata hai, kal work from home karunga. Subah plumber aa raha hai. Dopahar tak online aa jaunga. Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000510,E-Shram card banwaya hai online. Registration number aa gaya hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000511,"Bas, shirt return ki jo last week khareedt thi. Refund 5-7 business days mein aayega.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000512,"Namaste, main customer care hoon. aapka mobile verify karna hai. Aapke Flipkart pe jo OTP aaya hai wo bata dijiye. 5 minute mein expire ho jayega.",SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_000513,"This is courier service. illegal drugs wala parcel has been intercepted. Pay Rs 1,00,000 or criminal charges will be filed.",SCAM,Fake Parcel/Customs Scam,CRITICAL,1,1,1,0,0,1,0,0,urgency|financial_request|authority_impersonation|threat,No customs or courier service demands payment over phone. Verify through official channels.
ASVD_000514,"Pata hai, aaj ki lecture ke notes share kar do. Mujhe dentist ke liye early jaana pada. Zyada tension mat le.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000515,Passport size photos chahiye. Studio wala Rs 50 mein 8 copies de raha hai. Koi baat nahi.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000516,"Btw, aadhaar-PAN linking online kar liya. Bahut easy tha. Bas details dalne the. Phir batati hoon.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000517,"Waise, locker ke liye apply karna hai branch mein. Availability hai kya? Charges kitne hain? Koi baat nahi.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000518,"RBI ki taraf se automated message. your bank accounts will be frozen. Rs 25,000 settlement jama karein. Kal tak ka waqt hai.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000519,Shirt return ki jo last week khareedt thi. Refund 5-7 business days mein aayega. Sab theek hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000520,New hire ka onboarding hai next week. Training material ready karni hai. Help karoge? Zyada tension mat le.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000521,"Achha, shirt return ki jo last week khareedt thi. Refund 5-7 business days mein aayega. Theek hai na?",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000522,"Bas, statement of account chahiye last 6 months ka. Email pe bhej sakte hain? Koi baat nahi.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000523,HDFC Bank ka technical team bol raha hai. security audit ke liye. ATM PIN aur net banking password share karein.,SCAM,PIN/Credential Scam,HIGH,1,1,0,0,1,0,0,0,urgency|authority_impersonation|credential_request,"Banks never ask for PIN, CVV, or passwords over phone. Never share these with anyone."
ASVD_000524,"Oh, electronics store mein printer pe discount hai. Office ke liye chahiye tha. Rs 8,000 ka hai. Done.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000525,HDFC Bank fraud prevention team. unauthorized login detected in net banking. Please share the 6-digit OTP sent to your number for verification.,SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_000526,"Congratulations! unclaimed insurance payout hai aapka. Rs 3,000 verification charges do aur amount turant credit hoga. Aaj hi valid.",SCAM,Financial Manipulation,MEDIUM,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,No legitimate organization asks for fees to release refunds. Verify through official channels.
ASVD_000527,School mein hoon. Teacher milna chahti hain bacche ki progress ke baare mein. Routine meeting hai. Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000528,"Hey, lift stuck ho gayi thi 10 minute ke liye. Maintenance ne fix kar diya. Main theek hoon.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000529,"Hello, aapka resume dekha. data entry from home ka opening hai. Rs 4,999 training kit fee do. Start earning from tomorrow.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000530,"Tum jaante ho kya hoga agar we recorded your screen activity. Rs 50,000 de do aur sab khatam. Warna consequences face karo.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000531,"Main Cyber Cell Officer bol raha hoon Cyber Crime se. Aapke Aadhaar pe aapke phone number pe FIR hai. Rs 50,000 settlement do warna arrest hoga.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_000532,"Oh, myntra pe sale lagi hai. Kurta set khareedna hai. Budget Rs 2,000 hai. Suggest karo.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000533,"Main your mother ke saath hoon. Unka road accident hua hai. Rs 75,000 chahiye turant. Please help karein.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_000534,"Hello, aapka resume dekha. copy paste job ka opening hai. Rs 499 training kit fee do. Start earning from tomorrow.",SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000535,"Yeh serious hai. your mother ka bahut bura accident hua hai. Rs 20,000 chahiye ek ghante mein. Family ko mat batao abhi.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_000536,"Official notice from Ministry of Finance. aapki tax return mein discrepancy hai. Transfer Rs 1,00,000 as compliance fee within 3 hours.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000537,"Tumhari private messages public karni hai ya Rs 1,00,000 doge? Choice tumhari hai. Time kam hai.",SCAM,Blackmail,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000538,"Pre-approved instant loan Rs 10,00,000. Rs 12,000 jama karein turant. Offer sirf aaj ke liye hai.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000539,Selected for data entry from home! Ghar baithe kamayein. Fee Rs 999 UPI pe bhejein. Login credentials mil jayenge turant.,SCAM,Job Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,Legitimate employers never ask for money upfront. Verify through the company's official website.
ASVD_000540,"Listen carefully. compromising information hai tumhari. Pay Rs 1,00,000 within 12 hours or we publish everything online.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000541,"Namaste, Bank of Baroda ka fraud team bol raha hai. unauthorized login detected in net banking. Turant OTP share karein account secure karne ke liye.",SCAM,Bank Fraud,CRITICAL,1,1,0,1,1,1,0,0,urgency|authority_impersonation|otp_request|credential_request|threat,"Never share OTP, PIN, or passwords. Call your bank's official helpline number printed on your card."
ASVD_000542,"Ek minute, water bill is mahine zyada aaya hai. Municipal office call karke verify karungi.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000543,Daadi ji aaj better feel kar rahi hain. Doctor ne kaha kal ghar aa sakti hain.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000544,service team bol raha hoon WhatsApp Pay se. aapki delivery ke liye verification chahiye. Please OTP batayein turant. Call recorded hai.,SCAM,OTP Scam,HIGH,1,0,0,1,0,0,0,0,urgency|otp_request,Never share OTP with anyone. OTPs are for your personal transactions only.
ASVD_000545,Plumber kal subah aayega kitchen ka tap theek karne. Koi ghar pe hona chahiye 10-12 ke beech. Koi baat nahi.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000546,"Dhyan se suniye, Inspector Sharma bol raha hoon. aapki identity fraud mein use hui hai. 2 ghante mein Rs 5,00,000 jama nahi kiya toh ghar pe police aayegi.",SCAM,Police Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,Hang up and contact the local police station directly. Real police never demand money over phone.
ASVD_000547,Happy anniversary yaar! Dinner plan karte hain saath mein. Bahut din ho gaye milke.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000548,"Urgent: aapki mummy danger mein hai. ghar mein aag lag gayi situation hai. Rs 20,000 turant transfer karein 7373737373 pe.",SCAM,Emergency Money Scam,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the emergency by contacting the person or hospital directly through known numbers.
ASVD_000549,"Btw, kal ka exam kaisa gaya? Mera toh theek thak hua. Paper lamba tha bahut.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000550,"Pata hai, yaar, weekend pe free ho? Movie chalte hain. Naya action movie release hua hai.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000551,"I am stuck in Delhi. This is your bhaiya. Need 40,000 right now. Please hurry, don't tell the family.",SCAM,Family Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Verify the caller through an independent communication channel before transferring money.
ASVD_000552,Gym ke baad chai pi rahe hain kya? Woh tapri pe milte hain jo college ke paas hai.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000553,"Btw, baccha cycle se gir gaya. Ghutne pe chot lagi hai. First aid kit se bandage kar diya.",SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000554,"Maine tumhare beti ko uthwa liya hai. 10,00,000 firauti chahiye aaj hi, warna jaan se maar dunga.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000555,"Listen carefully. tumhare private messages hain. Pay Rs 1,00,000 within 12 hours or we publish everything online.",SCAM,Extortion,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not pay. Report to Cyber Crime helpline 1930 and local police station immediately.
ASVD_000556,"crypto trading opportunity abhi open hai. Minimum Rs 2,00,000. Returns guaranteed. Register karein 2 ghante mein. Kisi ko mat batana.",SCAM,Investment Scam,HIGH,1,0,1,0,0,0,1,0,urgency|financial_request|emotional_manipulation,Verify investments through SEBI registered channels. No legitimate investment guarantees fixed returns.
ASVD_000557,"Customs Department ki taraf se automated message. aapka mobile number 24 ghante mein disconnect hoga. Rs 50,000 settlement jama karein. Kal tak ka waqt hai.",SCAM,Government Impersonation,CRITICAL,1,1,1,0,0,1,0,1,urgency|financial_request|secrecy|authority_impersonation|threat,No government agency demands payment over phone. Contact the department through official channels.
ASVD_000558,"Hey, Rahul here. am stuck without money. Need Rs 20,000 right now. Please help. I'll explain later.",SCAM,Friend Impersonation,HIGH,1,0,1,0,0,0,1,1,urgency|financial_request|emotional_manipulation|secrecy,Contact the person directly using a known phone number to verify their identity.
ASVD_000559,"Bhai mujhe Rs 50,000 ki jarurat hai argent chahiye warna bahut marunga. Maine tumhare daughter ko kidnap kar liya hai.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000560,Kal ka exam kaisa gaya? Mera toh theek thak hua. Paper lamba tha bahut. Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000561,Aaj ki lecture ke notes share kar do. Mujhe dentist ke liye early jaana pada. Zyada tension mat le.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
ASVD_000562,"Aapka business loan Rs 20,00,000 pre-approved hai. Rs 8,000 insurance aur processing fee bhejein. Loan 24 ghante mein.",SCAM,Loan Scam,MEDIUM,1,0,1,0,0,0,0,0,urgency|financial_request,No genuine bank charges processing fees before loan disbursement. Verify through official channels.
ASVD_000563,"Tumhare child ki jaan khatre mein hai. 50,000 transfer karo abhi ke abhi warna laash milegi. Kisi ko mat bolna.",SCAM,Kidnapping & Extortion Threat,CRITICAL,1,0,1,0,0,1,1,1,urgency|financial_request|emotional_manipulation|secrecy|threat,Do not transfer money. Immediately report the extortion/kidnapping threat to the local Police and Cyber Crime helpline 1930.
ASVD_000564,Geyser se paani leak ho raha hai. Plumber kal aayega. Tab tak bucket se kaam chala rahe hain. Take care.,SAFE,None,LOW,0,0,0,0,0,0,0,0,none,No action required. This appears to be a normal conversation.
